experiment,case_id,dataset,model,method,reasoning_effort,total_attempts,passed_first_try,max_retries_exceeded,pipeline_failed,has_word_count_issue,first_attempt_word_count,has_citation_issue,has_refusal,has_api_none,log_error_types,final_word_count,num_candidates,duration_seconds
gpt-5.1-answer-first-v10-med-k1,9,archehr-dev,gpt-5.1,answer_first,medium,3,False,False,False,True,86.0,False,True,False,"pipeline_failure,refusal,schema_error",75.0,1,719.943
gpt-5.1-answer-first-v11-med-k1,1,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,75.0,1,19.965
gpt-5.1-answer-first-v11-med-k1,10,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,75.0,1,28.689
gpt-5.1-answer-first-v11-med-k1,11,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,26.086
gpt-5.1-answer-first-v11-med-k1,12,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,72.0,1,23.886
gpt-5.1-answer-first-v11-med-k1,13,archehr-dev,gpt-5.1,answer_first,medium,3,False,False,False,True,107.0,False,False,False,,74.0,1,28.526
gpt-5.1-answer-first-v11-med-k1,14,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,71.0,1,21.402
gpt-5.1-answer-first-v11-med-k1,15,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,75.0,1,26.492
gpt-5.1-answer-first-v11-med-k1,16,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,70.0,1,30.229
gpt-5.1-answer-first-v11-med-k1,17,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,75.0,1,39.383
gpt-5.1-answer-first-v11-med-k1,18,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,22.063
gpt-5.1-answer-first-v11-med-k1,19,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,22.851
gpt-5.1-answer-first-v11-med-k1,2,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,23.765
gpt-5.1-answer-first-v11-med-k1,20,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,75.0,1,16.13
gpt-5.1-answer-first-v11-med-k1,3,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,75.0,1,21.424
gpt-5.1-answer-first-v11-med-k1,4,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,73.0,1,18.656
gpt-5.1-answer-first-v11-med-k1,5,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,18.703
gpt-5.1-answer-first-v11-med-k1,6,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,72.0,1,28.348
gpt-5.1-answer-first-v11-med-k1,7,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,72.0,1,22.139
gpt-5.1-answer-first-v11-med-k1,8,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,41.184
gpt-5.1-answer-first-v11-med-k1,9,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,22.013
gpt-5.1-answer-first-v2-med-k3,1,archehr-dev,gpt-5.1,answer_first,medium,4,False,False,False,True,77.0,False,False,False,,56.0,3,36.511
gpt-5.1-answer-first-v2-med-k3,10,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,40.0,3,28.78
gpt-5.1-answer-first-v2-med-k3,11,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,56.0,3,40.432
gpt-5.1-answer-first-v2-med-k3,12,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,60.0,3,33.244
gpt-5.1-answer-first-v2-med-k3,13,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,60.0,3,35.248
gpt-5.1-answer-first-v2-med-k3,14,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,42.0,3,15.741
gpt-5.1-answer-first-v2-med-k3,15,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,52.0,3,29.406
gpt-5.1-answer-first-v2-med-k3,16,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,59.0,3,57.391
gpt-5.1-answer-first-v2-med-k3,17,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,54.0,3,61.07
gpt-5.1-answer-first-v2-med-k3,18,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,62.0,3,30.05
gpt-5.1-answer-first-v2-med-k3,19,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,64.0,3,35.302
gpt-5.1-answer-first-v2-med-k3,2,archehr-dev,gpt-5.1,answer_first,medium,3,False,False,False,True,76.0,False,False,False,,59.0,3,35.752
gpt-5.1-answer-first-v2-med-k3,20,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,72.0,3,29.618
gpt-5.1-answer-first-v2-med-k3,3,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,57.0,3,35.208
gpt-5.1-answer-first-v2-med-k3,4,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,36.0,3,36.867
gpt-5.1-answer-first-v2-med-k3,5,archehr-dev,gpt-5.1,answer_first,medium,2,False,False,False,True,79.0,False,False,False,,52.0,3,32.036
gpt-5.1-answer-first-v2-med-k3,6,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,59.0,3,49.203
gpt-5.1-answer-first-v2-med-k3,7,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,69.0,3,57.636
gpt-5.1-answer-first-v2-med-k3,8,archehr-dev,gpt-5.1,answer_first,medium,2,False,False,False,True,78.0,False,False,False,,70.0,3,54.671
gpt-5.1-answer-first-v2-med-k3,9,archehr-dev,gpt-5.1,answer_first,medium,4,False,False,False,True,105.0,False,False,False,,60.0,3,95.469
gpt-5.1-answer-first-v3-med-k3,1,archehr-dev,gpt-5.1,answer_first,medium,2,False,False,False,True,83.0,False,False,False,,70.0,3,21.136
gpt-5.1-answer-first-v3-med-k3,10,archehr-dev,gpt-5.1,answer_first,medium,3,False,False,False,True,76.0,False,False,False,,77.0,3,31.005
gpt-5.1-answer-first-v3-med-k3,11,archehr-dev,gpt-5.1,answer_first,medium,4,False,False,False,True,82.0,False,False,False,,72.0,3,39.657
gpt-5.1-answer-first-v3-med-k3,12,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,72.0,3,15.51
gpt-5.1-answer-first-v3-med-k3,13,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,70.0,3,15.389
gpt-5.1-answer-first-v3-med-k3,14,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,43.0,3,12.751
gpt-5.1-answer-first-v3-med-k3,15,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,60.0,3,17.239
gpt-5.1-answer-first-v3-med-k3,16,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,56.0,3,30.206
gpt-5.1-answer-first-v3-med-k3,17,archehr-dev,gpt-5.1,answer_first,medium,2,False,False,False,True,90.0,False,False,False,,74.0,3,48.286
gpt-5.1-answer-first-v3-med-k3,18,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,66.0,3,26.915
gpt-5.1-answer-first-v3-med-k3,19,archehr-dev,gpt-5.1,answer_first,medium,4,False,False,False,True,79.0,False,False,False,,51.0,3,25.209
gpt-5.1-answer-first-v3-med-k3,2,archehr-dev,gpt-5.1,answer_first,medium,2,False,False,False,True,87.0,False,False,False,,74.0,3,22.729
gpt-5.1-answer-first-v3-med-k3,20,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,67.0,3,16.742
gpt-5.1-answer-first-v3-med-k3,3,archehr-dev,gpt-5.1,answer_first,medium,4,False,False,False,True,77.0,False,False,False,,71.0,3,26.423
gpt-5.1-answer-first-v3-med-k3,4,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,68.0,3,20.452
gpt-5.1-answer-first-v3-med-k3,5,archehr-dev,gpt-5.1,answer_first,medium,2,False,False,False,True,83.0,False,False,False,,65.0,3,26.083
gpt-5.1-answer-first-v3-med-k3,6,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,68.0,3,36.939
gpt-5.1-answer-first-v3-med-k3,7,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,68.0,3,25.084
gpt-5.1-answer-first-v3-med-k3,8,archehr-dev,gpt-5.1,answer_first,medium,5,False,False,False,True,80.0,False,False,False,,74.0,3,63.48
gpt-5.1-answer-first-v3-med-k3,9,archehr-dev,gpt-5.1,answer_first,medium,3,False,False,False,True,80.0,False,False,False,,77.0,3,59.732
gpt-5.1-answer-first-v4-high-k3,1,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,71.0,3,66.262
gpt-5.1-answer-first-v4-high-k3,10,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,50.0,3,44.665
gpt-5.1-answer-first-v4-high-k3,11,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,69.0,3,114.835
gpt-5.1-answer-first-v4-high-k3,12,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,75.0,3,92.567
gpt-5.1-answer-first-v4-high-k3,13,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,47.0,3,64.048
gpt-5.1-answer-first-v4-high-k3,14,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,23.0,3,73.269
gpt-5.1-answer-first-v4-high-k3,15,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,39.0,3,69.73
gpt-5.1-answer-first-v4-high-k3,16,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,70.0,3,114.054
gpt-5.1-answer-first-v4-high-k3,17,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,72.0,3,134.171
gpt-5.1-answer-first-v4-high-k3,18,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,48.0,3,68.59
gpt-5.1-answer-first-v4-high-k3,19,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,67.0,3,37.679
gpt-5.1-answer-first-v4-high-k3,2,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,59.0,3,26.849
gpt-5.1-answer-first-v4-high-k3,20,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,62.0,3,38.719
gpt-5.1-answer-first-v4-high-k3,3,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,72.0,3,25.174
gpt-5.1-answer-first-v4-high-k3,4,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,33.0,3,98.683
gpt-5.1-answer-first-v4-high-k3,5,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,67.0,3,67.474
gpt-5.1-answer-first-v4-high-k3,6,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,62.0,3,181.296
gpt-5.1-answer-first-v4-high-k3,7,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,49.0,3,46.231
gpt-5.1-answer-first-v4-high-k3,8,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,65.0,3,105.306
gpt-5.1-answer-first-v4-high-k3,9,archehr-dev,gpt-5.1,answer_first,high,1,True,False,False,False,,False,False,False,,74.0,3,136.254
gpt-5.1-answer-first-v4-med-k3,1,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,75.0,3,21.236
gpt-5.1-answer-first-v4-med-k3,10,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,57.0,3,23.243
gpt-5.1-answer-first-v4-med-k3,11,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,62.0,3,41.911
gpt-5.1-answer-first-v4-med-k3,12,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,64.0,3,24.308
gpt-5.1-answer-first-v4-med-k3,13,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,50.0,3,24.282
gpt-5.1-answer-first-v4-med-k3,14,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,23.0,3,26.727
gpt-5.1-answer-first-v4-med-k3,15,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,49.0,3,25.068
gpt-5.1-answer-first-v4-med-k3,16,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,53.0,3,61.389
gpt-5.1-answer-first-v4-med-k3,17,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,65.0,3,40.072
gpt-5.1-answer-first-v4-med-k3,18,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,57.0,3,24.171
gpt-5.1-answer-first-v4-med-k3,19,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,52.0,3,15.807
gpt-5.1-answer-first-v4-med-k3,2,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,68.0,3,21.76
gpt-5.1-answer-first-v4-med-k3,20,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,56.0,3,17.843
gpt-5.1-answer-first-v4-med-k3,3,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,51.0,3,13.939
gpt-5.1-answer-first-v4-med-k3,4,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,54.0,3,21.165
gpt-5.1-answer-first-v4-med-k3,5,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,68.0,3,17.454
gpt-5.1-answer-first-v4-med-k3,6,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,46.0,3,25.918
gpt-5.1-answer-first-v4-med-k3,7,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,61.0,3,23.724
gpt-5.1-answer-first-v4-med-k3,8,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,71.0,3,46.16
gpt-5.1-answer-first-v4-med-k3,9,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,70.0,3,63.277
gpt-5.1-answer-first-v5-med-k1,1,archehr-dev,gpt-5.1,answer_first,medium,3,False,False,False,True,83.0,False,False,False,,62.0,1,17.655
gpt-5.1-answer-first-v5-med-k1,10,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,57.0,1,8.419
gpt-5.1-answer-first-v5-med-k1,11,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,57.0,1,27.447
gpt-5.1-answer-first-v5-med-k1,12,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,71.0,1,6.748
gpt-5.1-answer-first-v5-med-k1,13,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,44.0,1,8.276
gpt-5.1-answer-first-v5-med-k1,14,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,22.0,1,15.084
gpt-5.1-answer-first-v5-med-k1,15,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,51.0,1,9.53
gpt-5.1-answer-first-v5-med-k1,16,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,50.0,1,24.77
gpt-5.1-answer-first-v5-med-k1,17,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,54.0,1,15.188
gpt-5.1-answer-first-v5-med-k1,18,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,72.0,1,14.021
gpt-5.1-answer-first-v5-med-k1,19,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,70.0,1,10.6
gpt-5.1-answer-first-v5-med-k1,2,archehr-dev,gpt-5.1,answer_first,medium,3,False,False,False,True,81.0,False,False,False,,65.0,1,10.911
gpt-5.1-answer-first-v5-med-k1,20,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,55.0,1,8.074
gpt-5.1-answer-first-v5-med-k1,3,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,44.0,1,6.261
gpt-5.1-answer-first-v5-med-k1,4,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,43.0,1,11.838
gpt-5.1-answer-first-v5-med-k1,5,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,69.0,1,11.559
gpt-5.1-answer-first-v5-med-k1,6,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,69.0,1,11.83
gpt-5.1-answer-first-v5-med-k1,7,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,58.0,1,11.626
gpt-5.1-answer-first-v5-med-k1,8,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,73.0,1,20.737
gpt-5.1-answer-first-v5-med-k1,9,archehr-dev,gpt-5.1,answer_first,medium,3,False,False,False,True,122.0,False,False,False,,64.0,1,28.785
gpt-5.1-answer-first-v5-med-k3,1,archehr-dev,gpt-5.1,answer_first,medium,4,False,False,False,True,77.0,False,False,False,,69.0,3,35.22
gpt-5.1-answer-first-v5-med-k3,10,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,47.0,3,24.308
gpt-5.1-answer-first-v5-med-k3,11,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,49.0,3,42.608
gpt-5.1-answer-first-v5-med-k3,12,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,60.0,3,21.526
gpt-5.1-answer-first-v5-med-k3,13,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,62.0,3,20.903
gpt-5.1-answer-first-v5-med-k3,14,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,26.0,3,37.924
gpt-5.1-answer-first-v5-med-k3,15,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,41.0,3,30.806
gpt-5.1-answer-first-v5-med-k3,16,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,50.0,3,40.066
gpt-5.1-answer-first-v5-med-k3,17,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,59.0,3,31.884
gpt-5.1-answer-first-v5-med-k3,18,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,59.0,3,27.275
gpt-5.1-answer-first-v5-med-k3,19,archehr-dev,gpt-5.1,answer_first,medium,2,False,False,False,True,77.0,False,False,False,,68.0,3,23.578
gpt-5.1-answer-first-v5-med-k3,2,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,73.0,3,19.57
gpt-5.1-answer-first-v5-med-k3,20,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,56.0,3,16.635
gpt-5.1-answer-first-v5-med-k3,3,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,46.0,3,12.857
gpt-5.1-answer-first-v5-med-k3,4,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,50.0,3,20.107
gpt-5.1-answer-first-v5-med-k3,5,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,58.0,3,19.547
gpt-5.1-answer-first-v5-med-k3,6,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,61.0,3,25.445
gpt-5.1-answer-first-v5-med-k3,7,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,50.0,3,17.527
gpt-5.1-answer-first-v5-med-k3,8,archehr-dev,gpt-5.1,answer_first,medium,3,False,False,False,True,80.0,False,False,False,,52.0,3,39.654
gpt-5.1-answer-first-v5-med-k3,9,archehr-dev,gpt-5.1,answer_first,medium,3,False,False,False,True,76.0,False,False,False,,74.0,3,69.725
gpt-5.1-answer-first-v8-med-k1,1,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,22.551
gpt-5.1-answer-first-v8-med-k1,10,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,70.0,1,15.45
gpt-5.1-answer-first-v8-med-k1,11,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,75.0,1,40.07
gpt-5.1-answer-first-v8-med-k1,12,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,73.0,1,15.7
gpt-5.1-answer-first-v8-med-k1,13,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,74.0,1,22.258
gpt-5.1-answer-first-v8-med-k1,14,archehr-dev,gpt-5.1,answer_first,medium,1,True,False,False,False,,False,False,False,,72.0,1,11.878
